@relation spambase-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N14-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute class {0,1}

@data
4.919024,-1.108513,-0.715337,-2.360785,-131.814263,122.78335,-0.178401,-2.379838,0.178401,496.925377,0,508.478156,506.474173,506.493225,1
2.442192,0,2.442192,-2.442192,-97.85221,80.019015,2.442192,1.065211,-5.698447,329.581556,-0.814064,336.831921,337.645984,331.69639,1
7.621024,0.571577,3.81744,-0.980341,-195.041045,186.434485,0.994197,1.442798,-3.800119,1101.85971,-2.805922,1113.587426,1106.098038,1110.170089,1
2.442192,0,2.442192,-2.442192,-98.099894,80.531702,2.442192,1.312895,-5.698447,324.650407,-0.814064,331.635768,332.449832,326.252554,1
3.39482,0,3.39482,-3.39482,-38.105118,29.143487,-3.39482,-3.39482,-6.789639,75.770295,0,81.337106,77.942286,77.942286,1
6.096819,0.398372,2.360785,-2.92197,-195.098203,176.693431,1.14835,1.340607,-7.27981,989.260819,-1.546721,1000.501828,997.326979,998.012871,1
6.720357,0.658179,0.658179,-4.018358,-20.78461,11.119766,-0.727461,-0.658179,-9.422356,177.188798,-0.658179,182.766001,184.220924,180.133284,1
2.857884,2.857884,3.429461,1.71473,-1983.390432,1396.795053,0,1.889667,-2.857884,1752.799044,-1.71473,2339.966,2333.678656,2339.791063,1
2.840563,2.823243,3.39482,1.71473,-1983.407753,1396.864335,-0.017321,1.872347,-2.805922,1752.799044,-1.69741,2339.931359,2333.661335,2339.756422,1
8.53901,-2.840563,1.420282,-0.727461,-59.39895,39.851025,1.056551,-2.071533,-7.136049,421.466851,-2.130422,428.492049,429.981613,424.536045,1
6.659735,-0.909327,1.385641,-1.01325,-1158.651924,1138.528957,1.195115,-1.622932,-3.464102,2323.315796,-1.385641,2340.892647,2340.909968,2340.047406,1
8.180476,-1.598683,1.053087,-1.349268,-1008.195598,988.42597,3.166189,-1.009786,-4.932881,2306.241239,-0.848705,2322.200355,2319.328615,2318.96142,1
8.202993,-1.6212,1.053087,-1.326751,-1008.195598,988.42597,3.166189,-0.987269,-4.932881,2306.218722,-0.848705,2322.222872,2319.351131,2318.938903,1
9.682164,1.610807,1.016714,-5.443836,-22.461235,14.038272,-0.611414,-1.314627,-10.716198,61.056523,-1.610807,67.428738,71.261766,68.743365,1
6.505583,-0.841777,0.381051,-3.297825,-57.27892,48.306897,-4.745819,1.725123,-8.296523,385.855887,0,395.749361,394.277118,396.577281,1
6.772319,0.6755,0.6755,-4.070319,-20.78461,11.327612,-0.69282,-0.6755,-9.491638,165.32425,-0.6755,170.710928,172.079248,168.008928,1
0,0,0,0,-5.196152,3.368839,0,0,0,63.990617,0,65.817931,65.817931,65.817931,1
4.021822,-1.475707,1.605611,-1.99359,-64.047775,50.956935,2.818047,0.316965,-4.757944,449.075741,0,458.078941,460.353124,455.039192,1
2.078461,1.247077,0.415692,-0.831384,-84.801208,74.720672,1.247077,1.662769,-3.325538,240.374011,-1.247077,244.219164,246.297625,242.972087,1
9.093267,1.558846,-0.987269,-3.39482,-88.336323,74.06076,1.264397,1.872347,-11.085125,897.545264,-2.771281,901.70565,909.309353,902.587264,1
6.789639,1.69741,0,-6.252703,-228.216746,212.134655,-2.286307,-0.41396,-14.739752,377.509134,-1.69741,386.766945,389.64215,384.357663,1
5.923614,0.121244,1.229756,-2.355589,-203.555807,189.06547,1.558846,-1.91738,-3.06573,2232.066163,-0.727461,2246.331333,2245.257462,2242.948638,1
6.661467,-1.447994,-0.311769,-0.370659,-100.209532,81.401192,-1.558846,-9.280328,-6.14878,1532.059561,-12.643971,1542.973213,1561.211708,1548.986894,1
8.296523,-0.987269,-0.382783,-4.3665,-181.153462,162.698461,-1.387373,1.662769,-12.572957,529.164038,-2.320948,538.407994,546.446441,542.0453,1
1.247077,3.793191,0.601022,0.601022,-21.617726,12.659559,5.65861,5.255042,-4.394213,193.50818,-6.287344,198.718189,194.341297,198.486094,1
1.922576,1.160474,0.381051,-0.779423,-84.679964,74.850576,1.160474,1.541525,-3.100371,278.279943,-1.160474,282.324282,284.246858,281.163808,1
0,-2.338269,-4.676537,-2.338269,-35.247234,22.542641,4.676537,2.338269,-4.676537,146.644082,0,164.025211,154.672137,159.348674,1
4.641896,0.017321,0.450333,-0.917987,-35.974695,26.917802,1.835974,1.454923,-7.413177,279.173681,-1.385641,284.039012,286.879575,283.98705,1
5.421319,2.338269,1.411621,-7.110069,-19.702078,9.42582,-1.70607,3.230275,-14.609849,211.23572,-2.970467,216.333146,214.159422,217.077928,1
2.944486,-1.766692,-0.091799,-1.269593,-31.216752,23.180036,-0.091799,0.096995,-1.085996,269.565995,0,275.430719,273.755826,274.744827,1
1.818653,-0.900666,2.286307,-1.333679,-38.503489,29.496825,4.10496,3.637307,-5.923614,184.307526,-2.73664,191.408935,188.256602,190.525589,1
3.320341,-1.813457,0.744782,1.068675,-154.152522,136.591259,1.489564,-13.324667,-2.251666,816.980653,-16.627688,820.779041,852.562173,833.779814,1
1.628128,0,0.729193,0.036373,-19.435342,17.098806,0.746514,-0.225167,-0.053694,349.463767,-0.467654,353.338365,351.656543,354.273672,1
5.248114,-1.506884,0.415692,-4.312807,-93.163549,78.404744,1.662769,-0.384515,-6.235383,733.435182,0,746.219449,742.062527,740.524466,1
6.864117,-0.663375,2.054212,-0.60795,-1205.595697,1185.285669,1.257469,-1.804797,-3.162725,2543.62573,-1.264397,2561.569776,2560.346949,2559.870635,1
21.650635,-10.825318,0,0,-1.732051,-21.650635,0,0,-21.650635,1.732051,0,-7.361216,25.114737,3.464102,1
2.944486,-1.766692,-0.091799,-1.269593,-31.216752,23.180036,-0.091799,0.096995,-1.085996,269.565995,0,275.430719,273.755826,274.744827,1
10.063215,-0.883346,1.602147,-1.822117,-70.000833,53.30906,1.307698,0,-11.665362,383.8571,-0.479778,388.568278,395.742433,387.390484,1
14.900833,-5.92881,2.230881,3.206026,-99.728021,78.108563,4.205419,6.431105,-11.705199,587.392122,-0.987269,613.376349,614.211197,599.041896,1
0,0,12.592009,0,-13.856406,9.623274,0,0,0,71.977103,0,76.210236,76.210236,76.210236,1
6.529832,-1.299038,-0.1351,-1.451459,-34.83847,21.382167,-0.1351,-2.300163,-7.71109,421.520545,-2.165064,430.431946,428.401983,424.002574,1
5.807566,-1.304234,1.020178,-5.556419,-242.866432,220.940401,-4.626308,-0.375855,-10.65038,400.547142,-1.125833,407.729956,406.155522,403.978334,1
6.758462,-1.250541,0.866025,-1.364856,-55.313043,47.891205,-1.160474,-0.871222,-8.729536,447.74033,-0.866025,450.405956,454.510917,450.061278,1
6.928203,-1.229756,0.848705,-1.333679,-55.583242,47.925846,-1.991858,-0.881614,-8.261882,454.609643,-0.848705,457.330695,461.349053,456.999874,1
7.262489,-1.598683,0.900666,-1.397765,-55.297454,47.787282,-1.489564,-1.231488,-8.954703,447.771507,-0.883346,450.425009,454.616572,450.057814,1
6.696108,-0.9457,0.408764,-4.361304,-57.916315,50.156727,-4.077248,1.936433,-8.722608,291.774351,0,300.590489,298.934649,301.536189,1
7.473799,-1.463583,0.159349,-2.374642,-462.741622,450.208502,0.713605,-1.997055,-8.005539,1399.550746,-0.204382,1410.538876,1412.333281,1407.504323,1
4.579542,-0.682428,0.116047,-0.171473,-36.281268,29.051688,-1.82385,-2.873472,-3.043213,402.833449,-3.5559,409.221252,415.946805,410.783562,1
6.500387,-1.252273,0.866025,-1.380444,-55.316507,48.125032,-1.177795,-0.866025,-8.487049,444.245051,-0.866025,446.943587,450.788739,446.59198,1
6.651075,1.316359,0.658179,-3.983717,-21.442789,10.563778,-0.69282,1.316359,-9.976613,171.367375,-1.316359,176.911669,179.613669,174.937132,1
4.849742,1.610807,0,-4.849742,-126.439709,100.812285,-3.238935,1.610807,-11.310292,268.35356,-1.610807,289.131241,290.759369,287.520434,1
8.331164,7.361216,-0.159349,-7.988218,-169.886471,129.003144,4.274701,5.016019,-6.734214,758.866884,-6.391267,786.281785,783.063634,783.777239,1
4.901704,1.628128,0,-4.901704,-112.583302,87.80978,-3.273576,1.628128,-11.431535,255.420336,-1.628128,275.292155,276.937604,273.664028,1
8.25149,-1.063479,0.218238,-3.706589,-128.393462,110.613961,-1.323287,-1.946825,-11.268723,1297.62302,-0.917987,1308.502031,1309.080536,1304.69152,1
4.070319,0.814064,1.628128,-0.814064,-10.392305,3.599202,4.070319,2.442192,-7.326575,91.622024,-2.442192,95.158871,94.344807,93.530744,1
10.825318,0,-1.541525,-3.08305,-25.864715,3.332466,-4.624576,2.378106,-16.991418,73.371404,-3.08305,75.829184,83.571451,71.909553,1
4.719838,-1.221096,0.500563,2.986056,-18.647259,13.430322,0.812332,5.736552,-2.423139,622.673997,-2.234346,631.860795,631.706642,626.825723,1
8.920062,1.610807,-1.006322,-3.361911,-20.788074,6.761926,1.366588,2.118298,-11.481765,792.361283,-2.494153,796.275718,803.482781,796.963342,1
10.97947,-0.933575,0,1.680089,-76.487364,60.810572,2.009179,-11.814319,7.378536,862.403686,-12.00138,866.612569,888.677164,875.484133,1
9.179869,2.286307,1.002857,-5.873384,-31.625516,17.377666,-3.587077,1.524205,-14.772661,222.312185,-2.286307,229.947065,231.265156,227.660758,1
10.756036,-3.464102,1.636788,-4.356108,-102.208318,86.98186,0.285788,-0.372391,-9.864029,387.735162,-0.415692,393.573905,400.181679,396.12868,1
1.801333,1.801333,-1.034034,-0.133368,-18.919191,15.747806,2.568631,1.801333,-4.369964,130.969022,-0.900666,129.903811,131.838511,129.903811,1
7.811549,0,0,-3.342858,-20.98726,13.198227,1.125833,-0.905863,-6.703037,105.798859,0,110.227713,113.587892,111.150896,1
5.961719,2.802458,-3.431193,-4.016626,-23.531642,6.734214,5.332984,7.030394,-12.624918,297.943916,-4.382089,313.799109,310.68315,308.843712,1
2.286307,7.655665,-1.207239,-3.493546,-41.900041,28.345011,5.686323,7.115265,-9.496835,191.980512,-6.893562,199.532253,193.880571,196.262141,1
1.69741,2.546115,0.041569,-5.067981,-19.128769,12.430929,-4.219276,0.848705,-5.999824,335.448012,-0.848705,341.214009,345.415964,341.214009,1
6.328914,-1.046159,1.347536,-1.139689,-1158.643263,1138.904812,1.312895,-1.439334,-3.52992,2434.425123,-1.351,2451.86341,2451.416541,2450.905586,1
3.438121,-3.438121,2.546115,1.751103,-21.214158,16.187747,-2.546115,3.867669,-2.546115,99.795571,0.859097,112.557322,111.698225,105.251531,1
8.816139,1.645448,-1.110245,-3.517795,-20.704935,6.945524,1.210704,2.156403,-11.516406,780.226535,-2.528794,784.151362,791.219861,784.939445,1
15.744342,-10.496228,0,0,-24.248711,4.347448,0,0,-15.744342,37.412297,0,31.072991,57.313561,41.569219,1
4.279898,-1.30077,-0.237291,-5.492333,-119.327908,108.779719,-4.792585,0.784619,-9.947168,907.178931,-0.543864,913.797097,917.611073,915.194862,1
1.333679,0,-0.086603,-0.086603,-23.23373,20.247674,0.484974,0.024249,0.086603,523.21098,-0.381051,528.275496,527.02842,528.822824,1
6.737678,-1.108513,-0.199186,-2.433531,-22.793789,8.03152,-4.667877,1.70607,-10.989862,93.525547,-2.217025,95.262794,102.199658,94.665237,1
3.273576,0.814064,1.299038,-1.877543,-76.764492,71.648014,-1.991858,-0.814064,-4.572614,797.71332,0.114315,805.299702,803.90367,805.317023,1
1.299038,0.173205,-0.090067,-0.055426,-23.254514,20.270191,0.46419,0.013856,0.072746,524.989796,-0.363731,530.180752,528.781255,530.547947,1
4.297218,-1.144886,-0.237291,-5.353769,-119.327908,108.684456,-4.654021,0.784619,-9.825924,931.3497,-0.543864,938.201693,941.877105,939.443573,1
4.297218,-1.144886,-0.237291,-5.353769,-119.327908,108.684456,-4.654021,0.784619,-9.825924,931.3497,-0.543864,938.201693,941.877105,939.443573,1
5.646486,-0.935307,1.870615,-1.870615,-13.354112,0.718801,3.75855,0.935307,-7.517101,89.503725,0,96.49255,93.686628,89.928078,1
6.200742,0,0.554256,-5.074909,-47.688555,35.844791,-1.143154,1.442798,-10.167138,237.48495,-1.69741,243.07601,247.631304,245.028032,1
5.830083,0.318697,0.938772,-3.432925,-131.079873,113.619069,2.965271,-2.125226,-4.021822,1082.803687,0,1100.486193,1097.174512,1098.825157,1
15.332114,-1.822117,-0.316965,-1.179527,-89.091497,69.146932,-0.853901,-0.862561,10.605347,862.192375,-2.147743,882.13694,878.660714,877.401513,1
28.338083,0.795011,0.512687,-2.014375,-260.682307,238.707778,2.521866,-1.818653,21.328474,1520.782178,0,1543.051155,1541.152828,1541.074886,1
3.290897,-0.762102,-0.322161,-5.74348,-93.115051,81.106743,-0.928379,0.876418,-7.22958,915.362871,-0.969948,921.45103,926.241882,919.240933,1
2.511474,2.511474,1.794405,-0.699749,-22.301886,13.915296,4.305878,3.75855,-4.323199,154.585535,-3.75855,161.860148,160.048423,161.842827,1
4.297218,-1.144886,-0.237291,-5.509654,-119.327908,108.784915,-4.809905,0.784619,-9.981809,910.665549,-0.543864,917.417083,921.092495,918.658964,1
6.651075,1.420282,0.545596,-1.35966,-214.692894,197.900661,1.948557,2.698535,-8.634273,504.728266,-2.37291,518.039076,517.060467,517.245797,1
4.486012,2.563435,1.465315,-5.601452,-20.968207,10.70061,-0.474582,3.204294,-11.736376,293.139207,-3.204294,300.476174,296.447424,299.835315,1
9.422356,-1.177795,0,-1.177795,-30.965604,23.154055,-1.177795,-3.121156,-5.888973,161.998712,0,169.810261,169.810261,165.864649,1
4.193295,-0.26154,1.986662,-2.116566,-775.330027,754.754996,2.852688,1.127565,-5.918418,1102.9076,-0.866025,1123.115437,1119.362083,1116.893911,1
7.771712,-0.012124,1.37698,-1.815189,-126.588665,114.49029,-2.364249,0.689356,-8.51303,1680.10314,-1.02191,1688.830944,1692.009257,1687.644489,1
8.232437,-2.222221,0.025981,-1.267861,-1159.266802,1140.399572,0.753442,-2.717588,-3.975057,2430.749711,-1.610807,2446.82141,2446.362417,2446.450752,1
2.217025,2.217025,0,-4.43405,-48.497423,37.465991,-6.651075,0,-4.43405,129.749658,2.217025,140.78109,142.998115,138.564065,1
4.655753,-1.243612,1.250541,-1.870615,-684.180854,663.479382,1.267861,0.273664,-5.147655,944.788682,0,964.489028,962.251218,960.52956,1
5.646486,0,0,0.431281,-24.248711,14.015755,0,-4.243524,-2.840563,261.094535,0.431281,270.33849,260.017199,263.271723,1
2.944486,2.944486,2.944486,1.766692,-2293.382494,1522.392986,-0,1.948557,-2.944486,1537.314603,-1.766692,2308.304111,2303.004036,2308.711143,1
0,0,-0.767299,-0.767299,-28.391777,19.378184,-2.793798,3.178313,0.767299,97.133409,0,105.655099,106.422398,104.503285,1
0.883346,0.883346,0.637395,-2.012643,-227.903245,212.115602,2.404087,2.982591,-2.404087,471.310077,-0.883346,486.706277,487.835574,484.607031,1
6.037929,-4.35784,1.229756,-7.90508,-1099.753536,1000.297446,-4.728499,0.448601,-13.042343,1174.231721,-0.831384,1274.037684,1273.656633,1275.120216,1
2.944486,2.944486,2.944486,1.766692,-2293.382494,1522.969758,-0,1.948557,-2.944486,1536.159325,-1.766692,2306.57206,2301.271985,2306.979092,1
4.297218,-1.144886,-0.237291,-5.509654,-119.327908,108.784915,-4.809905,0.784619,-9.981809,910.665549,-0.543864,917.417083,921.092495,918.658964,1
8.232437,-2.222221,0.025981,-1.267861,-1159.266802,1140.399572,0.753442,-2.717588,-3.975057,2430.749711,-1.610807,2446.82141,2446.362417,2446.450752,1
8.036716,0,0,-4.018358,-72.746134,51.592597,-4.018358,-4.018358,-8.036716,215.791014,0,230.917014,228.907835,226.898656,1
4.676537,2.338269,0,-4.676537,-48.497423,34.885235,-4.676537,0,-7.014806,129.628414,0,140.902333,145.57887,138.564065,1
0,0,-1.351,0,-56.731592,36.838989,2.71932,0.318697,0,422.403891,0,438.208854,438.208854,435.170837,1
6.985361,-2.499349,-0.012124,-2.274183,-463.259505,442.435058,2.274183,2.672554,-8.561527,4088.53884,-0.223435,4108.498994,4108.803835,4101.092744,1
9.263008,0.176669,1.065211,-2.488957,-128.329376,111.578713,-1.965878,-1.274789,-7.525761,1161.532324,0,1173.582202,1175.115067,1171.396353,1
6.541956,-1.345803,1.051355,-5.708839,-245.876736,225.545924,-4.196759,-0.975145,-9.780891,471.254652,-0.571577,479.391826,478.357792,475.539745,1
5.895901,-5.099158,1.207239,-7.705894,-1096.327539,995.988104,-3.763746,0.436477,-13.556762,1185.448482,-0.814064,1286.123935,1285.7654,1287.204735,1
5.774657,-4.181171,1.17433,-7.582918,-1096.363912,996.057386,-4.541437,0.436477,-12.484622,1185.450214,-0.796743,1286.106614,1285.763668,1287.152773,1
4.316271,-1.163938,-0.239023,-5.542563,-119.327908,108.888838,-4.846278,0.789815,-10.032038,919.440119,-0.5404,926.061749,929.771802,927.315754,1
3.810512,-1.264397,1.264397,-1.281718,-52.775588,42.404068,0,0,-5.092229,211.22706,-1.264397,219.052466,213.977557,217.770748,1
3.781067,-0.507491,1.091192,0.845241,-118.870647,102.34515,1.091192,0.507491,1.091192,601.421734,0.33775,620.391154,614.597444,616.102597,1
3.845153,-1.281718,1.281718,-1.281718,-52.792909,42.386747,0,0,-5.12687,211.22706,-1.281718,219.069786,213.942916,217.788069,1
8.639469,0.627002,-3.701393,-3.9612,-255.939952,229.179767,-0.652983,-2.611933,-6.96804,2602.156923,-1.070407,2631.813097,2623.092221,2622.04433,1
26.550607,-22.740095,1.264397,22.740095,-20.973403,15.900226,2.528794,22.928889,-2.546115,62.270691,0,114.071134,111.55966,69.666548,1
3.966396,-0.433013,-0.649519,-0,-55.953901,43.048391,2.883865,-0.744782,-2.883865,219.665612,-0.961288,230.241514,233.030116,229.375488,1
7.290202,-2.319216,0.027713,-2.624057,-234.995993,217.495352,2.123494,-0.782887,-8.965095,3820.833067,-0.225167,3836.508127,3837.883376,3831.906068,1
12.384163,-1.229756,2.232613,-0.053694,-77.123026,60.233799,1.868883,-0.038105,-13.975918,458.468653,-1.749371,463.895168,471.136872,465.734606,1
16.489124,8.244562,0,-16.489124,-262.197851,198.122364,-4.122281,0,0,236.054276,-4.122281,287.762921,275.396078,275.396078,1
3.135012,-0.935307,-0.571577,-6.114139,-82.592843,72.586785,-4.243524,-0.233827,-8.417767,972.326558,-0.571577,980.184873,982.644385,980.78243,1
11.015843,-6.425908,-4.002769,-4.920756,-104.420147,87.853081,-7.674717,-2.844027,-9.767035,214.259881,-2.753961,225.980669,230.901425,226.988722,1
10.929241,-6.373947,-3.966396,-4.901704,-104.416683,87.922363,-7.655665,-2.831903,-9.716805,214.28413,-2.701999,225.980669,230.899693,226.976598,1
9.751446,-6.200742,-3.860741,-3.878062,-105.298297,88.996235,-8.312112,-1.848098,-9.424088,214.375928,-2.650038,226.01531,230.776718,226.962742,1
5.977307,-0.330822,-0.093531,-1.390837,-521.759521,496.889004,5.72616,2.308824,-4.825494,2973.778816,-2.528794,2993.106771,2987.986829,2989.756985,1
7.690306,-1.922576,3.60613,-4.084176,-19.052559,8.608293,-0.239023,0.239023,-11.296435,88.37616,0,97.375896,93.769767,93.291721,1
8.746857,-1.645448,0.699749,-9.432749,-168.928647,151.847162,-7.267685,-0.888542,-9.706413,1119.434829,-1.073872,1127.70364,1126.501597,1127.778118,1
7.932793,-1.576166,1.314627,-3.431193,-21.804788,1.295574,1.314627,0,-10.840906,88.346716,0,93.530744,100.14891,90.361091,1
8.746857,-1.645448,0.699749,-9.432749,-168.928647,151.847162,-7.267685,-0.888542,-9.706413,1119.434829,-1.073872,1127.70364,1126.501597,1127.778118,1
5.594524,0.554256,1.375248,-7.007878,-34.571734,24.944996,-3.68234,0.841777,-9.810336,268.98749,-1.108513,273.040489,273.379971,272.198713,1
2.986056,-0.803672,2.182384,1.550185,-27.253819,12.785999,0,7.723215,-4.364768,94.452195,-1.43587,106.909104,106.16259,98.382218,1
3.498743,-0.866025,-0.512687,-3.491814,-863.659422,839.563132,-6.176493,0.623538,-7.177619,2464.441563,-0.69282,2472.346643,2470.954074,2469.454118,1
0,0.155885,-0.055426,-0.055426,-233.771433,191.452236,0.100459,0.155885,-0.100459,5699.474263,-0.155885,5741.904312,5741.647968,5741.748427,1
1.939897,0,-2.307092,-0.367195,-45.608362,36.199862,-2.307092,0.73439,2.307092,131.885277,0,143.968063,142.395361,141.293777,1
13.30215,-1.02191,2.04382,-9.19719,-82.740067,54.481658,-7.15337,-1.02191,-9.21451,307.430358,0,317.277067,322.403937,316.255157,1
0,0,7.863511,0,-15.588457,12.470766,0,0,0,28.059223,0,31.176915,31.176915,31.176915,1
6.044857,-0.32909,0.978609,-1.948557,-203.379138,189.846625,1.290378,-2.379838,-2.658698,2313.598991,-0.779423,2327.529875,2326.135574,2324.228586,1
10.686753,-4.260845,0,-4.260845,-30.778543,16.627688,-2.130422,0,-14.947598,180.133284,0,179.336541,196.414562,185.727808,1
9.093267,-3.897114,2.598076,-5.196152,-713.125155,523.685562,-3.897114,0.81926,-6.495191,740.671691,-1.299038,934.008398,926.214169,930.591062,1
7.82887,-3.949076,2.615397,-3.931755,-699.275676,513.916795,-3.949076,0.826188,-6.547152,729.562317,-1.299038,920.169312,912.305801,916.727727,1
8.506102,-1.318091,-0.975145,-3.61479,-1194.529624,1174.01175,0.254611,-3.401748,-3.181777,2212.923537,-0.372391,2232.251492,2231.087554,2228.983112,1
10.686753,0,0,0,-21.581353,-1.101584,-4.260845,4.260845,-10.686753,224.359469,0,232.094808,242.781562,232.094808,1
0,0,-0.763834,-0.763834,-31.854146,22.402345,-2.790334,3.173117,0.763834,96.702129,0,105.655099,106.418934,104.508482,1
6.741142,-1.285182,0.985537,-7.065035,-243.888342,223.108929,-6.202474,-0.914523,-10.373252,469.920973,-0.536936,477.47791,475.435822,473.850996,1
1.766692,0,-0.301377,-0.301377,-17.123054,7.262489,1.465315,0,-1.465315,100.561138,0,105.724381,100.725683,102.190998,1
1.69741,0,-0.299645,-0.299645,-16.91694,7.331771,1.397765,0,-1.397765,100.493588,0,105.585817,100.793233,102.190998,1
4.842814,-1.465315,1.912184,0,-79.70205,64.016598,5.289683,1.018446,-4.614183,619.842094,-0.6755,638.011307,623.940127,630.799048,1
0,-2.459512,0,0,-11.119766,5.095693,2.459512,0,0,57.057218,0,60.621778,58.162266,60.621778,1
3.360179,-0.831384,-0.606218,-3.446781,-863.280103,839.623753,-6.044857,0.614878,-6.858921,2519.444569,-0.6755,2527.841551,2526.282705,2524.853763,1
1.784012,-1.073872,-0.46419,0.280592,-49.37384,46.392981,0.782887,-0.61661,0.637395,582.216755,-0.173205,587.165224,586.711426,588.110924,1
1.212436,-0.554256,0.050229,-0.365463,-23.812235,19.958421,0.154153,0.431281,-0.76037,898.523873,-0.554256,902.294548,902.504126,903.300869,1
9.110587,-2.667358,0.76037,-4.920756,-223.630276,203.295999,1.695678,-2.469904,-9.94024,1508.924558,-1.732051,1524.360595,1510.679126,1513.441747,1
8.365805,1.281718,3.204294,-3.238935,-15.037665,1.02191,-6.47787,2.23781,-12.245599,138.941652,-1.922576,138.113731,140.070949,136.516781,1
3.25972,-3.25972,2.39023,1.683553,-71.421115,60.975117,-2.39023,3.666752,-2.39023,148.292994,0.814064,166.072496,165.258432,159.146024,1
3.945612,-1.382177,1.416818,-1.046159,-103.477911,88.810905,3.997573,-0.237291,-3.980253,725.486801,-0.640859,743.288819,729.020185,736.999743,1
3.945612,-1.382177,1.416818,-1.046159,-103.477911,88.810905,3.997573,-0.237291,-3.980253,725.486801,-0.640859,743.288819,729.020185,736.999743,1
6.408588,0,0,0,-19.052559,8.026323,0,0,-6.408588,36.951572,0,41.569219,47.977807,41.569219,1
1.472243,0,0.543864,0.838313,-16.09768,13.736895,1.132761,-0.294449,0.045033,247.518721,-0.294449,252.030713,250.897952,252.325162,1
9.19719,1.541525,-0.987269,-3.290897,-88.336323,73.901412,1.351,1.855026,-11.067805,923.45328,-2.753961,927.686413,935.394039,928.568026,1
-0.727461,-0.710141,0.050229,-3.254523,-47.120442,29.048224,6.19901,5.499261,-6.164369,619.731243,-2.371178,631.557686,628.663429,627.68482,1
10.323023,-1.281718,-0.640859,-5.80237,-117.528308,96.030093,-5.178832,0.233827,-9.041305,459.68282,-1.922576,465.66186,468.277256,462.864598,1
7.378536,-1.576166,0.587165,-8.367537,-178.292114,162.281036,-4.886115,-1.683553,-7.203599,970.97729,-0.381051,978.781911,976.306811,978.958581,1
4.624576,-0.173205,0.744782,-2.312288,-85.760764,79.016158,-1.576166,-1.101584,-4.901704,632.286879,-0.095263,638.208761,639.741626,637.664897,1
2.163331,0.122976,-0.769031,0.315233,-35.546879,29.432739,1.136225,2.106174,-4.184635,451.192307,-2.603272,456.757386,458.605485,458.203649,1
7.517101,0,0,0,-8.660254,-1.742443,0,0,-7.517101,23.095165,0,25.980762,33.497863,25.980762,1
8.244562,0,0,0,-1.732051,-8.244562,0,0,-8.244562,6.928203,0,8.660254,16.904816,8.660254,1
12.713253,-1.264397,0,-1.264397,-16.402521,2.182384,6.373947,-3.810512,-6.356626,80.367157,0,93.322898,86.948951,80.592324,1
5.738284,-4.144798,1.162206,-8.306916,-1099.990827,1012.009574,-5.263702,0.575041,-13.182639,1208.197237,-0.796743,1296.514508,1296.149045,1297.389193,1
5.843939,-4.215812,1.189919,-7.636612,-1099.808962,999.20279,-4.525849,0.436477,-12.604134,1188.645847,-0.814064,1289.605357,1289.229502,1290.651516,1
11.793534,0.763834,2.852688,2.088853,-91.208063,63.436361,2.852688,-1.297306,-10.733519,260.935186,-6.270024,276.676064,295.803101,281.854896,1
7.806353,-0.029445,1.37698,-1.815189,-126.588665,114.443525,-2.38157,0.672036,-8.53035,1676.609593,-1.02191,1685.384163,1688.545155,1684.180387,1
4.43405,-2.217025,2.217025,-8.885421,-41.437584,32.11049,-11.102446,-1.863687,-13.319471,91.616827,0,98.726896,96.509871,100.590583,1
5.092229,-1.69741,2.546115,1.96761,-475.361344,447.800952,4.243524,0.848705,-1.69741,967.960058,0.2702,994.09324,982.789877,990.698421,1
5.913221,-5.116478,1.208971,-7.756124,-1099.793373,999.168149,-3.813976,0.436477,-13.627776,1188.64758,-0.814064,1289.588036,1289.22777,1290.668836,1
5.843939,-4.215812,1.191651,-7.63488,-1099.810694,999.20279,-4.524117,0.436477,-12.605866,1188.64758,-0.814064,1289.605357,1289.22777,1290.651516,1
5.421319,2.338269,1.413353,-7.108337,-21.435861,10.669433,-1.704338,3.100371,-14.611581,245.39003,-3.100371,250.974162,248.798706,251.718944,1
5.403999,2.320948,1.413353,-7.073695,-21.41854,10.704074,-1.704338,3.08305,-14.542299,245.39003,-3.08305,250.956842,248.798706,251.718944,1
2.944486,2.944486,2.944486,1.766692,-2307.2389,1149.423557,-0,1.948557,-2.944486,1155.684921,-1.766692,2313.500264,2308.200188,2313.907296,1
1.870615,0,-2.206633,-0.336018,-29.921178,21.692204,-2.206633,0.673768,2.206633,117.5387,0,128.310324,126.775727,125.765941,1
1.576166,1.576166,-0.247683,-5.010823,-48.249739,40.322143,-5.010823,0,-4.515456,143.841623,0,152.264586,154.088436,150.68842,1
4.607255,-2.303628,0,-6.928203,-21.356186,10.634792,-4.624576,0,-11.535458,72.399724,0,76.210236,78.513863,76.210236,1
6.391267,0.640859,-0.206114,-1.470511,-50.749089,37.4989,0.417424,-1.162206,-8.713948,360.703045,-1.264397,366.086259,370.813025,363.455274,1
