@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57'

@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.65,2.28,0.288,0.173,28,1
0.19,1.38,0.766,0.317,76,1
0.31,0.62,0.61,0,51,1
0,0.84,0.613,0.229,151,1
0,2.8,0.056,0.056,53,1
0.72,0,0.134,0,14,1
0,3.36,0.237,0.031,69,1
0.82,1.1,0.235,0.188,124,1
0.37,3.34,0,0,12,1
0,1.36,0.238,0.238,19,1
1.01,1.26,0.189,0,447,1
0.07,1.87,0.119,0.071,74,1
0.25,0.42,0.408,0.118,669,1
0,2.56,0.61,0,28,1
0.56,1.12,0.158,0,394,1
0,0,0.124,0,14,1
0,0.68,0.898,0.105,1325,1
0,0,0.221,0.665,15,1
1.02,0.51,0.071,1.212,130,1
0,5.36,1.739,0.173,636,1
0,0.68,0.898,0.105,1325,1
0,3.36,0.237,0.031,69,1
0.25,0.42,0.408,0.118,669,1
0,2.32,0,0,42,1
0,2.7,0.636,0,28,1
0,0,0,0.184,31,1
0.03,1.3,0.458,2.33,266,1
0.11,1.74,0.131,0.056,74,1
0.33,3.02,0.16,0,139,1
0,5.23,1.687,0.168,634,1
0,5.14,1.683,0.168,634,1
0,3.38,0.257,0.032,69,1
0.73,1.47,0.088,0,29,1
0.63,0,0.979,0,68,1
0.74,1.48,0.088,0,29,1
0,1.66,0.418,0.254,148,1
0.73,0,0.875,0.109,12,1
0,0,1.001,0,32,1
0.13,1.42,0.445,0.519,136,1
0,1.35,0.123,0.278,46,1
0,2.38,0.396,0,149,1
0,3.38,0.03,0.015,48,1
0,2.65,0.095,0.478,60,1
0,2.64,0.095,0.475,60,1
0,2.56,0.094,0.473,60,1
0,0.31,0.384,0.182,299,1
1.11,3.33,0.138,0.138,11,1
0.15,3.95,1.3,0.127,97,1
0.91,1.83,0.455,0,10,1
0.15,3.95,1.3,0.127,97,1
0.64,3.24,0,0.166,19,1
1.26,1.26,0,0.215,13,1
0.1,1.72,0.336,0.16,494,1
0,0,0.016,0,135,1
0,0,0.424,0.424,25,1
1.18,2.36,0.421,0,46,1
4.54,0,0,0,9,1
0.52,1.04,0.287,0.106,117,1
0,2.46,0.843,0,19,1
0,3,2.224,1.223,412,1
0,3.03,2.249,1.237,404,1
0.2,1.25,0.334,0.175,689,1
0,0,1.235,0,10,1
0,0,0.441,0.662,17,1
0.31,3.5,0.102,0,138,1
0,0,0.174,0,7,1
0,0,0.173,0,7,1
0,1.17,0.864,0.132,44,1
0,0,0,0,5,1
0.09,1.66,0.326,0.155,494,1
0.1,0,0.016,0.064,29,1
0.04,0.28,0.007,0.099,14,1
0,2.83,0.611,0.014,127,1
0.74,2.61,0.368,0.552,7,1
1.38,1.38,0.235,0.235,41,1
0,1.48,0.878,0.175,58,1
0,1.48,0.878,0.175,58,1
0,0,4.733,0,11,1
0.17,0,0,0,10,1
0.05,1.03,0.02,0.161,51,1
0.83,0.2,0.182,0.146,26,1
0.37,1.49,1.199,0.505,64,1
0,3.37,1.599,0.148,102,1
0.09,1.43,0.088,0.124,50,1
0,0.44,0,0.187,21,1
0,0,7.843,0,5,1
0,0,0,0,1,1
0,0.73,0,0,8,1
0,5.55,1.663,0.249,636,1
0,5.18,1.687,0.168,636,1
0.9,0,2.143,0.612,54,1
0.07,1.87,0.131,0.071,74,1
0,6.41,0,0.204,25,1
0.49,0,0.862,0,272,1
0,5.26,1.683,0.168,636,1
0,5.18,1.68,0.168,636,1
0,4.48,0,0,12,1
0,4.46,0,0,12,1
0,0.68,0.899,0.105,1333,1
0,0,0,0.389,16,1
0,2.75,0.572,0,28,1
0,4,1.326,0,11,1
0,0.73,0.238,0.059,29,1
0,0,0,0,14,1
0.03,1.25,0.425,0.573,131,1
0,0.62,0.055,0.111,32,1
0.56,0.56,0.768,0,296,1
0,0,0,0.022,11,1
0,3.04,0.582,0.291,35,1
0,5.26,0,0.21,25,1
0,5.26,0,0.21,25,1
2.32,4.65,0.701,0.35,6,1
0.85,1.7,0.819,0,42,1
1.04,1.04,0.263,0,4,1
0,0.79,0.356,0.09,1171,1
0.5,1.52,0.433,0.433,19,1
0,0,0,0.182,21,1
0,1.06,0.358,0.188,75,1
0.75,1.5,0.242,0,332,1
1.96,0.98,1.011,0,12,1
0,1.35,0.454,0.523,739,1
0,2.04,0.298,0.149,376,1
0,0,0.17,0.341,24,1
0,5.26,0,0.21,25,1
1.63,2.18,0,0.171,32,1
0,1.3,1.154,0.524,78,1
2.35,0,0.168,0.336,17,1
0.32,3.25,0,0.169,10,1
0,0,0.174,0.174,126,1
0,0.74,0.478,0,44,1
0.32,3.24,0,0.168,10,1
0.32,3.24,0,0.168,10,1
0,2.34,0.792,0.339,22,1
0,0.4,0.601,0.133,108,1
0,2.36,0.682,0.341,22,1
0,4.16,0.415,0.138,11,1
0.96,0.96,0.149,0.074,44,1
0.43,0,0.395,0,72,1
0,2.36,0.682,0.341,22,1
0,0.81,0.121,0,43,1
0,1.32,0.36,0.524,122,1
0.87,1.31,1.021,0.218,59,1
0,3.7,0.234,0,41,1
1.58,1.58,0.371,0,21,1
0,3.6,0.559,0,28,1
0,0.32,0.185,0.061,124,1
0.94,0.47,0,0,11,1
0,2.75,0.565,0,28,1
0,0.92,0.089,0.079,95,1
0,0.92,0.089,0.079,95,1
0.86,1.73,0.457,0,10,1
0.86,1.73,0.759,0,10,1
0,0,1.008,0.059,1177,1
0,0,1.005,0.059,1177,1
0,0,1.008,0.059,1177,1
0,0,0.034,0,15,1
0,0,0.034,0,15,1
1.31,0.65,0.522,0,11,1
0,0,0.034,0,15,1
0,0,0.034,0,15,1
0.3,3,0.144,0,139,1
0.32,3.24,0,0.166,10,1
0.25,0.42,0.435,0.118,669,1
0.45,0.91,2.077,0,338,1
1.03,1.03,0,0,65,1
1.04,1.04,0,0,65,1
1.03,1.03,0,0,65,1
0,0.46,0.74,0,21,1
1.21,0,0,0,15,1
0,2.63,0.198,0.099,12,1
0,0.26,0.175,0.043,69,1
0.74,0.74,0.355,0.118,7,1
0,5.19,0,0.208,25,1
0,0.17,0.112,0.018,489,1
0,0.66,0.355,0.118,12,1
0,0.67,0.356,0.118,12,1
1.07,0,0,0,14,1
0,0.27,0.142,0.047,13,1
1.07,0,0,0,14,1
0,0.92,0.52,0.289,84,1
0,1.19,1.046,0.037,97,1
0.23,1.9,0.238,0,38,1
0,1.19,1.046,0.037,97,1
0,2.02,1.147,0.191,489,1
0.9,0.9,0.391,0.13,7,1
0.74,0.74,0.355,0.118,7,1
0,1.46,0.134,0.107,57,1
0,0.27,0.458,0.504,64,1
0.21,1.71,0.465,0.271,58,1
0.64,3.22,0.522,0.313,22,1
1.63,2.18,0,0.171,32,1
0,4.68,0.367,0.073,27,1
0,0.94,0.31,0.112,34,1
0,1.07,0.265,0.088,67,1
0,5.26,0,0.213,25,1
0,0,0.587,0,35,1
0.68,2.05,1.706,0.2,38,1
1.16,1.16,0.198,0,332,1
0.27,2.73,0.13,0,139,1
0,1.25,0.39,0.438,61,1
0,2.19,0.371,0,28,1
0.5,0.7,0.491,0.158,669,1
0,0.81,0.26,0,86,1
0,3.1,1.105,0.201,155,1
0,0.41,0.312,0.062,8,1
1.65,0.82,0.199,0,226,1
1.65,0.82,0.199,0,226,1
1.65,0.82,0.199,0,226,1
0,3.89,0.236,0,41,1
0,5.4,1.626,0.162,706,1
0,4.97,1.631,0.244,708,1
0,5.04,1.633,0.245,708,1
0.41,2.06,0.53,0.132,76,1
0,1.08,5.848,1.313,54,1
0,5.26,0,0.212,25,1
0,5.26,0,0.212,25,1
0,1.2,0.189,0.141,31,1
0.94,0.94,1.254,0.221,91,1
0,2.53,1.203,0.467,393,1
0,1.47,1.272,0.254,63,1
0,1.47,1.272,0.254,63,1
0.51,1.03,0.18,0,17,1
0.5,1.01,0.178,0,17,1
0,2.6,1.211,0.471,393,1
0,1.08,5.84,1.311,54,1
0,2.53,1.203,0.467,393,1
0,0.9,0.376,0.05,49,1
0,0.45,0.087,0,18,1
0.06,2.48,0.133,0.041,74,1
0,0,0.573,0,18,1
0,0.92,0.099,0.079,95,1
0,3.57,0.204,0,41,1
0.44,1.34,0.482,0.896,78,1
0,2.32,0.672,0.403,29,1
0.14,1.12,0.045,0.342,79,1
0.5,0.7,0.49,0.158,669,1
0,2.4,0.823,0,29,1
0,3.27,0.8,0.266,16,1
0.69,1.39,0.196,0,57,1
0,1.04,0.539,0.269,47,1
0.32,3.25,0,0.166,10,1
0.32,3.25,0,0.166,10,1
0.25,0.42,0.486,0.118,669,1
0.05,1.11,0.01,0.167,13,1
0,0.81,0.874,0.051,61,1
0,1.76,0.663,0.132,123,1
0,1.14,1.939,0,30,1
0,3.57,0.606,0.606,10,1
0,0.54,0,0,19,1
0,2.75,0.567,0,28,1
0.7,1.41,0.381,0.063,12,1
2.73,2.73,1.244,0,9,1
0.55,0.83,0.301,0,694,1
0.09,0.67,0.559,0.047,23,1
1.61,0,0.804,0,17,1
0.97,0.97,0,0.167,13,1
2.25,1.12,0.503,0,148,1
0.4,2.03,0.976,0.397,56,1
0,2.41,1.562,0.36,22,1
0,5.26,0,0.212,25,1
1.47,1.47,0.508,0.169,140,1
0,0.92,0.099,0.079,95,1
0.81,0.81,0,0.123,23,1
0.58,1.74,0,0.271,14,1
0.06,1.08,0.01,0.169,12,1
0,0.2,0.029,0.011,26,1
0,1.24,0.481,0.549,19,1
0.08,0.57,0.55,0.082,339,1
0.4,2.03,0.977,0.397,56,1
0.45,1.13,0.037,0.15,114,1
0,5.26,0,0.212,25,1
0,0,0.198,0,18,1
0.38,2.29,0.121,0,12,1
1.78,0,0.544,0,5,1
0,1.23,0.472,0.092,104,1
1.36,1.36,0.17,0.17,128,1
0,1.53,2.894,0.868,25,1
0,1.63,0.258,0,20,1
0.33,3.87,1.151,0.056,63,1
0,1.08,5.213,0.979,54,1
0,0,2.597,0,26,1
0.05,1.04,0.01,0.162,12,1
0.27,1.36,0.489,0.04,19,1
0,1.61,0.511,0,20,1
2.2,1.1,0.496,0,148,1
2.2,1.1,0.496,0,148,1
0.31,3.19,0,0.162,10,1
0.69,1.38,0.379,0.063,12,1
1.56,1.56,0,0.183,140,1
2.16,1.08,0.488,0,148,1
0.28,1.44,0.21,0,32,1
0,1.1,0.13,0.196,75,1
0,0.88,0.388,0.048,49,1
0.07,1.85,0.167,0.167,44,1
0.31,3.19,0,0.163,10,1
0.31,3.19,0,0.163,10,1
0.05,1.11,0.01,0.167,13,1
0.97,1.45,1.085,0.232,58,1
0,1.24,0.48,0.549,19,1
0.08,0.94,0.261,0.294,62,1
0,0.64,0.233,0,84,1
1.63,3.27,0,0,2,1
0.08,3.14,0.092,0.014,48,1
0.08,3.14,0.092,0.014,48,1
0.34,1.73,0.638,0.174,8,1
0.29,2.9,0.14,0,139,1
0.45,0,0.072,0,45,1
0.2,2.22,0.133,0.066,30,1
1.33,5.33,0.213,1.492,223,1
0.44,3.32,0.588,0.156,1038,1
0,0.9,0.292,0,38,1
0.74,1.49,0.467,0.233,12,1
0.28,0.85,0.13,0,137,1
0.37,1.13,0.882,0.189,78,1
0,2.66,1.799,0.514,11,1
0,0.72,0.963,0.113,47,1
1.08,1.08,1.218,0.261,68,1
0,0,0.628,0.943,9,1
0.48,1.44,0.515,0.957,78,1
0,1.96,0.278,0,18,1
0,0,0.833,0,3,1
0.18,0,0,0,180,1
0,1.21,0.191,0.143,31,1
0,4,1.326,0,11,1
0.03,1.36,0.379,0.136,181,1
0,1.21,0.19,0.142,31,1
0.58,1.74,0.239,0.239,123,1
0.46,1.86,0.37,0,54,1
0,3.03,0,0.211,11,1
0,3.02,0,0.21,11,1
0,6.54,0.103,0,11,1
0.02,1.43,0.325,0.523,445,1
0.58,1.74,0.239,0.239,123,1
0,3.03,0,0.211,11,1
0,3.03,0,0.211,11,1
0,2.63,0.402,0.402,49,1
0,0,0,0,10,1
0,0,4.347,0,7,1
0,1.44,0.036,0.184,66,1
0,1.44,0.036,0.184,66,1
0.08,0.77,0.263,0.263,62,1
0,0.87,0.802,0,107,1
0,0.87,0.874,0,107,1
0.29,2.9,0.14,0,139,1
0,0,0.543,0,15,1
0,4.04,0.653,0.118,13,1
0,0.38,0.364,0.312,192,1
0.08,3.17,0.099,0.014,48,1
0.26,1.05,0.327,0,71,1
0.05,1.48,0.346,0.793,199,1
0.54,2,0.249,0.305,59,1
0.08,3.17,0.099,0.014,48,1
0,3.79,1.9,0.475,11,1
0.36,0,0.053,0.053,134,1
0,4.52,1.248,0.197,842,1
0,1.15,0.107,0,7,1
0,2.17,0.411,0,15,1
0,1.09,5.924,1.33,54,1
0.38,1.93,0.123,0,12,1
0,3.17,0.298,0.597,12,1
0,0.49,0.424,0,152,1
0.38,1.93,0.123,0,12,1
0.38,0.7,0.25,0.073,37,1
0.37,2.24,0.061,0.122,57,1
0.39,1.98,0.705,0.211,13,1
0.41,0.41,0.904,5.3,92,1
0.09,1.23,0.431,0.111,87,1
0.41,0.41,0.904,5.3,92,1
0,0,0,0,57,1
1.21,4.87,0.555,0,311,1
0,1.92,0.174,0.087,12,1
0.05,1.49,0.328,0.858,199,1
1.47,0,1.562,0,95,1
1.06,1.06,1.208,0.259,76,1
0,1.24,0.48,0.549,19,1
0.55,1.67,1.208,0.345,140,1
0.55,1.67,1.207,0.345,140,1
0,4.54,1.246,0.196,845,1
0,3.81,1.275,0.141,78,1
0,1.27,0.371,0.061,84,1
1.18,1.65,0.08,0,13,1
0.05,1.5,0.329,0.78,193,1
0,1.35,0.138,0,46,1
1.23,0,1.939,0,8,1
1.23,0,1.947,0,8,1
1.23,0,1.949,0,8,1
0.19,0.49,0.586,0.189,31,1
0.68,1.37,0.503,0.062,12,1
0,0.27,0.136,0.182,30,1
0,1.09,0,0.692,25,1
0,1.27,0.371,0.061,84,1
1.2,3.61,0.331,0,295,1
0.24,2.47,1.634,0.155,47,1
0.6,1.21,0.619,0.103,33,1
0,1.38,0.795,0.217,66,1
0,1.35,2.362,0,37,1
1.47,2.94,0.294,0.147,281,1
0,1.99,0.625,0.312,47,1
0.53,1.6,0,0,12,1
0,1.11,1.473,0,29,1
0.56,1.7,1.135,0.349,140,1
0,1.77,0.13,0.168,175,1
0,0.93,0.441,0,4,1
0,2.38,0.496,0.248,80,1
0,0.93,0.441,0,4,1
0,1.45,0.036,0.184,66,1
0.36,2.17,0,0,60,1
0,1.35,2.413,0,37,1
0,1.42,0,0,182,1
0,1.42,0,0,182,1
0.04,1.36,0.311,0.734,144,1
0,0,0.909,0,11,1
0.5,0.7,0.49,0.158,669,1
1.47,2.94,0.294,0.147,281,1
0.56,1.69,1.217,0.347,140,1
0,0,0,0,11,1
0,0.92,0.434,0,4,1
0,0,0.462,0,6,1
0.05,1.5,0.344,0.784,193,1
0,0,0.706,0,55,1
0,0.47,0.327,1.357,72,1
0.42,2.13,0,0.349,105,1
0,0.9,0.416,0,6,1
0,1.74,1.434,0,64,1
0,2.41,0.502,0.251,80,1
0,2.42,0.421,0.252,80,1
0,2.45,0.677,0.254,80,1
1.45,5.1,0.105,0,25,1
0.04,1.36,0.318,0.754,144,1
0,0,0.924,0,10,1
0,1.29,0.093,0,66,1
0,1.29,0.093,0,66,1
0,1.29,0.093,0,66,1
0,0.15,0,0.044,16,1
0,2.3,0.345,0.345,37,1
0,0,0,0,28,1
0.05,1.47,0.331,0.79,193,1
0,0.92,0.464,0,4,1
0,1.91,0.055,0.501,91,1
1.12,2.25,1.13,0.347,140,1
0,0.92,0.464,0,4,1
0,2.83,0.443,0,31,1
0,2.64,0,0,18,1
0,0,0.112,0.336,19,1
0,0,0,0,7,1
0,0.96,0.693,0,11,1
0.19,1.75,0.405,0.233,49,1
0,1.56,0.754,0.188,119,1
1.09,1.09,0.427,0.061,192,1
0,0.45,0,0,27,1
0.09,2.43,0.06,0.045,20,1
0,2.53,0.6,0.3,82,1
0,2.53,0.6,0.3,82,1
0.4,2,0.116,0.116,54,1
0.63,1.91,0,0.613,12,1
1.25,3.75,0.298,0,32,1
0.26,0.52,0.077,0,29,1
0,5.67,0,0,44,1
0.55,1.66,1.191,0.34,140,1
0.72,1.45,0.729,0.121,32,1
0.84,1.69,0.776,0.129,168,1
0.72,1.45,0.729,0.121,32,1
0.81,0.4,0.64,0.8,181,1
0,1.5,0.13,0.186,131,1
0,0,1.417,0,12,1
0,3.26,0.515,0.103,12,1
1.61,0,0.23,0,60,1
0,0.96,0.492,0,25,1
0.64,2.59,0.233,0,4,1
0.98,1.96,0.645,0.064,25,1
0,2.2,0.444,0.37,16,1
0.69,2.08,0.701,0.116,34,1
0,2.2,0.444,0.37,16,1
0,2.2,0.444,0.37,16,1
0,2.2,0.444,0.37,16,1
0,0,0.443,0.088,16,1
0.5,0.7,0.49,0.158,669,1
1.66,0,1.424,0,59,1
0.5,0.7,0.49,0.158,669,1
0,0.87,0.25,0.721,35,1
0,0,0.875,0,48,1
1.05,1.57,1.276,0.729,19,1
0.05,1.04,0.02,0.163,12,1
0,0.87,0.342,0.716,35,1
0,2.46,0.415,0,9,1
0.2,1,0.307,0.175,669,1
0,1.04,0.157,0.105,60,1
0,1.27,0.371,0.061,84,1
0,1.27,0.37,0.061,84,1
0,0.77,0.569,0.207,691,1
0,0.83,0.548,0.199,685,1
0,0,0,0,38,1
1.13,0,0,0,17,1
0.05,1.04,0.02,0.163,12,1
0,0,0.263,0.105,110,1
0,0.83,0.548,0.199,685,1
0.19,0.39,0.174,0.548,97,1
0,0,0,0,55,1
0,1.1,5.942,1.334,54,1
0,2.78,0.64,0.256,30,1
0,0,0.392,0,67,1
0,2.7,0.463,0,65,1
0,0,0.471,0,15,1
0.9,0,1.492,0,66,1
0,0.44,0,0.231,70,1
0,2.22,0.484,0.08,85,1
0.8,1.21,0.21,0,24,1
1.6,0.53,0.159,0,51,1
0,3.52,0,0,20,1
0,0,0.48,0.48,10,1
0.8,1.6,0.27,0,19,1
0.8,1.6,0.269,0,19,1
0,1.66,0.155,0.233,54,1
0.43,1.13,0.271,0.243,583,1
0.4,1.92,0.994,0.391,56,1
0.22,0.22,0.647,0,21,1
0.2,1,0.334,0.174,669,1
0.49,0.99,0.845,0.195,47,1
0.65,0,0.233,0,23,1
0,1.88,0.331,0.11,30,1
0.9,2.72,0.564,0,19,1
0.29,1.16,0.044,0,24,1
0,1.91,0.269,0,45,1
0,0.81,0.268,0.15,195,1
0,0.81,0.273,0.15,195,1
0,3.07,2.001,0.093,63,1
0,0,0,0.354,29,1
0,1.35,0.013,0.065,46,1
0.08,0.9,0.271,0.191,264,1
0,2.19,0.085,0.128,20,1
0.19,1.38,0.765,0.316,76,1
0,1.28,0.203,0,10,1
0,1.49,0.069,0.221,72,1
0,0,0.198,0.198,25,1
0,1.96,0,0.094,20,1
0.34,2.38,0.222,0,56,1
0,2.12,0,0,26,1
0,0.48,0.594,0,128,1
0,3.09,1.282,0.094,63,1
0.61,0.92,0.103,0.051,64,1
0,0,0,0,13,1
0,0,0.537,0,12,1
0,0,0,0,13,1
0,0,0.537,0,12,1
0,0,0,0,13,1
0,0,0.537,0,12,1
0.1,0,0.016,0.066,29,1
1.15,0.76,0.486,0.347,6,1
0.68,0.68,1.089,0.242,60,1
0,5.18,0.373,0.149,71,1
0,1.25,0,0.099,158,1
0,1.33,0.684,0,12,1
0,1.1,0.14,0,49,1
0,0,3.427,0,12,1
0,3.38,0.257,0.032,69,1
0,1.72,0.104,0.229,54,1
0,1.72,0.104,0.229,54,1
0,0,0.176,0.352,25,1
0.13,0.53,0.414,0.021,65,1
0,3.38,0.029,0.014,48,1
0,2.31,0.261,0,56,1
0,0,0,0.088,33,1
0,2.65,0.095,0.478,60,1
0.23,0.35,0.434,0.197,283,1
0,2.5,0.24,0.24,25,1
0,0.57,0.232,0.066,213,1
0.1,1.72,0.336,0.16,494,1
0,1.36,0.381,0.496,543,1
0,3.54,1.178,0.107,63,1
0.1,1.72,0.336,0.16,494,1
0.25,0.42,0.403,0.117,669,1
0,1.09,5.836,1.31,54,1
0,1.92,0,0,6,1
0.1,1.72,0.352,0.16,494,1
0,0,0.926,0,25,1
0,0,0.238,0,11,1
0.08,0.5,0.502,0.157,292,1
0.08,0.5,0.518,0.157,292,1
1.05,1.05,0.176,0.176,6,1
0,0,1.023,1.023,25,1
0.09,1.66,0.31,0.155,494,1
0,0,0.208,0.416,23,1
0,1.67,0.086,0.086,18,1
0.29,0.89,0.045,0.045,163,1
0,1.8,0.925,0.231,47,1
0,3.89,0.728,0.08,129,1
0,1.93,0.26,0.086,4,1
0,0,3.79,0,29,1
0.38,1.16,0.057,0.057,70,1
0.42,2.12,0.177,0.221,54,1
0,0.3,0,0.097,77,1
0.37,0.93,0.563,0.165,34,1
0,0.91,0.164,0,4,1
0.36,2.18,0.178,0,11,1
0,3.73,0.561,0,23,1
0.09,1.27,0.345,0.515,134,1
1.34,1,0.053,0,12,1
0,0.06,0,1.611,278,1
0,0,0.872,0,5,1
0,0,7.333,0,5,1
0,1.64,0.083,0.05,60,1
0,1.8,0.102,0.224,54,1
0,2.19,0.941,0.067,28,1
0.45,0.45,0.21,0,14,1
0,1.46,0.42,0.046,34,1
0,0.73,0.042,0.042,69,1
0,0.66,0.109,0,34,1
0,1.86,2.295,0.218,28,1
0.52,1.56,0.443,0.402,19,1
0,1.44,0,0,7,1
0,1.63,2.695,0,12,1
0.26,0.52,0.378,0,104,1
0,0,0,3.26,10,1
0.25,1.01,0.082,0.041,18,1
0,2.75,0.407,0.997,49,1
0.35,2.47,0.061,0,21,1
0,3.72,0.179,0,53,1
0.51,1.54,0.514,0.434,19,1
0,2.98,0.99,0,12,1
0,0,0,0.188,21,1
0.02,1.46,0.391,0.868,193,1
1.56,0,0.769,0,12,1
0,0,1.647,0,1,1
0,0,0.171,0.342,24,1
0.19,1.18,0.152,0,19,1
0,1.44,0.156,0,6,1
0.17,0.17,0.046,0.03,85,1
0.5,0.7,0.488,0.157,669,1
0,0.63,0.797,0.885,75,1
0,0,0.936,0,24,1
0,1.69,2.865,0.301,23,1
0.76,1.79,0.458,0.499,19,1
0,0,0,0.353,12,1
0.25,0.42,0.403,0.117,669,1
0,0,0.273,0,25,1
0,3.48,0.171,0.085,12,1
0,1.23,0.678,1.05,154,1
0,3.53,1.174,0.106,63,1
0,1.09,5.836,1.31,54,1
0,0.62,0,0,22,1
0.96,1.92,0.824,0,67,1
0,0.93,0.464,0.154,10,1
0,3.44,0,0.197,35,1
0,0,0.51,0.34,23,1
0,1.62,0,0.272,34,1
0.6,1.21,0.105,0.315,30,1
0.25,0.51,0.161,0.161,110,1
0,1.26,0.439,0.241,45,1
0.47,0,0.621,0.799,148,1
0,2.94,0.129,0.194,20,1
0.62,1.24,0.107,0.322,30,1
0.33,3.71,0.06,0.06,1013,1
0.97,1.94,0.834,0,68,1
0,0.64,0,0.206,10,1
0,1.8,0.102,0.205,54,1
0,2.51,0.53,0.406,84,1
0,0,1.048,0,10,1
0,1.36,0.324,0.486,116,1
0.2,1.51,0.275,0.206,103,1
0,2.99,0.559,0.279,12,1
0.19,1.75,0.402,0.232,49,1
0,0.71,0.899,0,36,1
0,2.44,1.051,0.225,217,1
0.28,0.28,0.05,0,34,1
0,1.42,0.591,0,31,1
1.11,1.11,0.202,0,16,1
0,0.76,0.29,0,66,1
0,0,1.169,0,12,1
0,1.66,0.653,0,38,1
0,2.1,0.348,0,13,1
0,1.2,1.443,0,32,1
0.53,3.19,0.361,0,19,1
0,0,0.416,0,42,1
0,2,1.524,0,1,1
0.04,1.32,0.413,0.164,181,1
0,1.21,0.407,0,32,1
0.28,1.44,0.554,0.221,140,1
0,1.35,0.374,0.059,148,1
0,0.4,0,0.302,11,1
0,2.67,0.294,0.147,430,1
0,0.38,0.609,0.121,22,1
0,1.47,0,0.29,13,1
0,1.75,3.907,0,70,1
0,1.2,0.352,0.056,148,1
0,1.75,0.149,0.131,127,1
0.49,0.69,0.417,0.154,669,1
0.61,0.61,0.829,0,34,1
0,2.22,0.145,0.291,11,1
0,0,0.328,0,4,1
0.08,1.3,0.358,0.261,54,1
0.08,1.55,0.308,0.067,82,1
0.35,1.97,0.234,0.029,97,1
0,1.19,1.045,0.037,97,1
0,0,1.094,0,5,1
0,0.26,0.033,0,55,1
0,0.27,0.451,0.496,64,1
0,0.65,0,0.232,10,1
0,5.19,0,0.208,25,1
0,0.38,0,0,21,1
0.09,1.56,0.045,0.015,40,1
0,3.84,0,1.219,11,1
0,0.41,0.312,0.062,8,1
0,1.73,1.765,0.481,159,1
0,2.1,0.365,0.182,28,1
0,3.07,0.124,0,735,1
0,1.25,0.485,0.388,61,1
1.56,0,0.767,0.255,81,1
0.79,0.79,0.046,0,60,1
0.95,0.95,1.306,0.23,91,1
0,1.91,0.536,0.306,78,1
0.99,0.99,1.118,0.239,69,1
0,0,1.181,0.787,31,1
0,3.27,0.802,0.267,16,1
0,1.2,0.019,0.058,56,1
0,2.03,0,0,21,1
0.23,3.3,1.289,0.151,276,1
0,0,0,0.212,24,1
0.17,0.7,0.117,0.058,39,1
0.74,0,0,0,45,1
2.25,1.12,0.502,0,148,1
0,2.4,1.566,0.361,22,1
0,0,0,0,51,1
0,0,0.709,0,39,1
2.29,2.29,0,0,19,1
0,0,1.777,0.222,63,1
0.28,2.01,0.218,0.218,40,1
0,1.76,0.031,0,114,1
0,0,0.426,0.213,23,1
0,0.5,0.458,0.143,247,1
0,0,0.199,0,18,1
0,2.72,0.17,0.17,41,1
0,0,0,0,4,1
0,0,0.424,0.212,21,1
0,0.98,0.768,0.312,94,1
0,2.72,0.17,0.17,41,1
0,0,1.351,0,75,1
0,0,1.413,0,22,1
0,0,2.412,0,137,1
0.66,0.99,0.252,0.05,350,1
2.2,1.1,0.495,0,148,1
0.86,0,0,0.136,31,1
0.63,0,0.398,0,19,1
0,1.12,0,6.003,14,1
0,0,0.417,0.208,16,1
0.15,2.75,0.698,0.067,63,1
0,2.17,0,0,5,1
0,1.14,0.622,0.027,12,1
0,2.17,0,0,5,1
1.96,0.98,0.326,0,12,1
0,1.32,0.639,0.165,117,1
0,0,0,0,15,1
0,1.69,0.91,0.273,22,1
0,0.07,0,0.023,10,1
1.08,1.08,1.216,0.26,68,1
1.65,0.82,1.36,0,68,1
0.41,1.23,0.067,0,14,1
0.14,1.02,0.558,0.024,12,1
0.29,0.59,0.105,0.21,887,1
0.08,3.17,0.098,0.014,48,1
0.11,1.56,0.775,0.224,103,1
0,0.58,0.197,0,61,1
0,1.39,0.262,0.186,289,1
0,1.78,1.131,0.15,28,1
0,0.87,0.942,0,107,1
0,0,1.554,0,15,1
0,0,0,0,4,1
0,0,0,0.215,18,1
1.63,0,1.212,0,71,1
0.26,1.05,0.326,0,71,1
0.16,1.28,0.05,0.075,15,1
0,4.81,0,0,16,1
0.58,0.39,0.067,0.135,21,1
0,2.2,0.211,0,7,1
0,0,0,0,12,1
0,0,0.952,0,13,1
1.05,1.05,0.74,0,24,1
0,0,0,0,38,1
0,0,1.405,0,28,1
0,1.27,0.435,0.592,73,1
0,1.42,0.591,0,31,1
0,2.15,2.395,0.598,295,1
0,1.81,0.199,0,83,1
1.43,1.43,0.073,0.295,54,1
0.61,1.22,1.232,0,142,1
0,1.81,0.199,0,83,1
0,0,0.963,0,17,1
0,1.15,0.438,0.191,525,1
0,0.54,0.166,0.083,114,1
0.44,1.15,0.225,0.211,583,1
0,0.13,0,0.068,30,1
0,4.16,0,0,12,1
0,0,0.675,0,12,1
0,3.12,1.285,0.075,101,1
0.58,0.39,0.067,0.135,21,1
0,0,0,0.105,22,1
0,0,0.238,0,11,1
