@relation winequality-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-weka.filters.unsupervised.instance.RemovePercentage-P60.0

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5
7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6
6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6
6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6
8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6
7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,6
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5
5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,5
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6
6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6
5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6
6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,6
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.133333,7
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6
8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6
8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5
6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7
6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,5
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6
7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,5
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7
7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,4
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6
6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,6
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4
6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,5
6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5
8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6
7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.033333,6
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8
6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6
7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7
6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5
6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8
6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,4
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4
6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6
7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6
7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6
7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7
6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8
6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6
9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6
6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6
7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6
7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5
7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6
6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6
7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7
6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5
7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5
6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6
9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,5
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5
5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7
6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5
6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6
7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6
6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6
5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,5
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5
7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,7
6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,4
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5
6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6
6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
