@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57_clustered'

@attribute Instance_number numeric
@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
559,0,1.96,0,0.092,20,1,cluster1
560,0,0.49,0.616,0,128,1,cluster9
561,0,1.36,0.232,0.232,19,1,cluster8
562,0.64,3.21,0,0.156,19,1,cluster3
563,1.36,1.36,0.368,0,17,1,cluster5
564,1.25,1.25,0.225,0,29,1,cluster5
565,1.25,1.25,0.223,0,29,1,cluster5
566,0,0,0,0,13,1,cluster4
567,2.1,0,0,0,15,1,cluster6
568,0,0.49,0,0,209,1,cluster9
569,0.05,1.1,0.363,0.535,159,1,cluster8
570,0,0,0.649,0,46,1,cluster4
571,0,0,0.189,0.189,25,1,cluster9
572,0,1.33,0.699,0,46,1,cluster8
573,0.25,2.01,0.375,0.034,60,1,cluster3
574,0,1.03,0.176,0.176,26,1,cluster8
575,0.19,1.38,0.745,0.308,76,1,cluster8
576,0.19,1.38,0.749,0.31,76,1,cluster8
577,0.19,1.38,0.741,0.306,76,1,cluster8
578,2.1,0,0,0,15,1,cluster6
579,0,0,0,0.338,29,1,cluster9
580,0.27,2.77,1.316,0.177,232,1,cluster7
581,0,0,0.095,0.023,1505,1,cluster2
582,0,3.27,0.242,0.03,69,1,cluster1
583,0.27,2.65,1.294,0.182,232,1,cluster7
584,0.19,1.38,0.749,0.31,76,1,cluster8
585,0,0.28,0,0,772,1,cluster9
586,0,1.45,0.125,0,5,1,cluster1
587,0.23,1.89,0.072,0.108,20,1,cluster3
588,0,0,0.277,0,13,1,cluster4
589,0,1.51,0,0,15,1,cluster1
590,1.08,1.08,0.334,0,5,1,cluster5
591,0.56,1.36,0.574,0.134,94,1,cluster5
592,0,0,1.255,0,21,1,cluster9
593,0.11,0,0.034,0.12,14,1,cluster9
594,0.76,0,0.274,0,110,1,cluster5
595,0,1.71,0.388,0.236,164,1,cluster8
596,0,1.88,0,0,16,1,cluster1
597,1.28,0.64,0.085,0.17,18,1,cluster5
598,0,0,3.333,0,12,1,cluster2
599,0.9,2.72,0.546,0,19,1,cluster5
600,0.05,1.5,0.322,0.626,193,1,cluster8
601,0.79,2.76,0.612,0.183,13,1,cluster5
602,0,0,0.192,0,10,1,cluster4
603,0,3.8,1.718,0.055,63,1,cluster3
604,0,2.58,0.359,0.403,56,1,cluster3
605,0,1.86,0.321,0.107,30,1,cluster1
606,0,0,0,0,42,1,cluster4
607,0.84,0.84,0.519,0,43,1,cluster5
608,0,1.43,0.132,0,16,1,cluster1
609,0,3.38,0.246,0.03,69,1,cluster1
610,0,1.25,0.265,0.132,144,1,cluster8
611,0.44,2.2,0.433,0.361,16,1,cluster3
612,0.5,0.7,0.474,0.152,669,1,cluster9
613,0,1.25,0.265,0.132,144,1,cluster8
614,0,1.51,0.438,0.585,153,1,cluster8
615,0,0.9,2.115,0.07,14,1,cluster9
616,0,1.12,0.392,0.176,75,1,cluster8
617,0,1.88,0,0,16,1,cluster1
618,0,0.63,1.096,0.109,12,1,cluster9
619,0,0,0.218,0,11,1,cluster4
620,0,0,0.125,0,37,1,cluster4
621,0.47,0.94,0.218,0,6,1,cluster5
622,0,1.47,0,0,15,1,cluster1
623,0.19,1.75,0.404,0.224,49,1,cluster8
624,0,2.47,0.113,0,4,1,cluster1
625,0,0.89,0.19,0.247,19,1,cluster8
626,1.37,0,0.206,0.309,69,1,cluster5
627,0,0,0,0,51,1,cluster4
628,0.36,2.95,0.414,0.888,33,1,cluster3
629,0.62,1.25,0.77,0,11,1,cluster5
630,0.4,2.03,0.928,0.384,56,1,cluster3
631,0,1.63,0,0,1,1,cluster1
632,0.03,1.47,0.452,0.528,260,1,cluster8
633,0,1.49,0,0,15,1,cluster1
634,0.17,0.71,0.167,0.027,149,1,cluster8
635,0,0.97,1.065,0,61,1,cluster8
636,0,2.83,1.294,0.043,47,1,cluster3
637,0,1.29,0.531,0,121,1,cluster8
638,0,1.5,0.127,0.182,131,1,cluster8
639,1.27,3.82,0.983,0.089,59,1,cluster6
640,0.44,2.2,0.43,0.358,16,1,cluster3
641,0,1.26,0.472,0.472,19,1,cluster8
642,2.94,4.41,0.425,0.141,279,1,cluster6
643,0.57,1.14,0.072,0.289,114,1,cluster5
644,1.78,0,1.344,0,16,1,cluster5
645,4.08,0,0.257,0,26,1,cluster6
646,2.94,4.41,0.427,0.142,274,1,cluster6
647,0,2.17,1.149,0,33,1,cluster3
648,0.13,0.52,0.366,0,149,1,cluster9
649,1.94,1.94,0.52,0.13,26,1,cluster6
650,0.86,0,0,0.063,30,1,cluster5
651,0,3.08,0.669,0.297,82,1,cluster3
652,0,1.3,0.477,0,121,1,cluster8
653,0,2.67,1.336,0,51,1,cluster3
654,0.66,0.99,0.406,0.464,43,1,cluster5
655,0.94,0.94,0.163,1.305,20,1,cluster5
656,1.1,1.1,0.435,0.062,190,1,cluster6
657,0.33,2,0.372,0.159,14,1,cluster3
658,0.15,0.6,0.352,0.02,149,1,cluster8
659,0,0,0.396,0.099,11,1,cluster9
660,1.04,2.09,0.621,0.062,59,1,cluster5
661,0,0,0,0,1,1,cluster4
662,0.14,0.84,0.583,0,132,1,cluster8
663,0.04,1.54,0.308,0.672,193,1,cluster8
664,0.7,1.4,0.23,0,60,1,cluster5
665,0.61,0.92,0.728,0.182,60,1,cluster5
666,0,0.28,0.046,0,6,1,cluster4
667,0,1.4,0.897,0,121,1,cluster8
668,0,2.01,0.337,0.054,79,1,cluster8
669,0.13,1.44,0.022,0.022,107,1,cluster8
670,0,1.29,1.098,0,36,1,cluster8
671,0,1.24,0.246,0.894,70,1,cluster8
672,0,0.68,0.902,0.106,1327,1,cluster2
673,0.8,1.61,0.269,0,19,1,cluster5
674,0,0,1.111,0,10,1,cluster9
675,0,0.02,0.03,0,154,1,cluster9
676,0.82,1.23,0.513,0.114,44,1,cluster5
677,0,0,0.644,0.161,14,1,cluster9
678,0.4,1.92,0.991,0.39,56,1,cluster3
679,0,0.02,0.034,0,154,1,cluster9
680,0,1.32,0.64,0.166,117,1,cluster8
681,0,1.29,0.061,0,13,1,cluster1
682,0,1.02,0.158,0.063,31,1,cluster1
683,0,0.77,0.671,0,515,1,cluster9
684,0,0.48,0.233,0.202,102,1,cluster9
685,0.07,1.49,1.132,0.077,77,1,cluster8
686,0.03,1.43,0.453,0.543,286,1,cluster8
687,0.03,1.41,0.337,0.141,181,1,cluster8
688,2.22,0,0,0.439,11,1,cluster6
689,0.31,1.59,0.323,0,18,1,cluster8
690,0,4.51,0,0,3,1,cluster0
691,0,0,0.109,0,24,1,cluster4
692,0,1.29,1.098,0,36,1,cluster8
693,0,1.72,3.851,0,70,1,cluster2
694,0.59,0,0.052,0.105,27,1,cluster5
695,0.5,0.7,0.49,0.158,669,1,cluster9
696,0.66,0.99,0.248,0.049,350,1,cluster6
697,0,1.06,0.593,0.217,525,1,cluster8
698,0.5,0.7,0.49,0.158,669,1,cluster9
699,0.05,1.58,0.406,0.388,116,1,cluster8
700,0.2,1.84,0.974,0.396,56,1,cluster8
701,0,0,0,0,49,1,cluster4
702,0,2.15,0.128,0,11,1,cluster1
703,0.98,1.3,0.179,0.674,113,1,cluster5
704,0.4,2.02,0.977,0.397,56,1,cluster3
705,4,0,0,0,19,1,cluster6
706,0.42,1.27,0.244,0.39,363,1,cluster8
707,0.23,1.29,0.287,0.107,64,1,cluster8
708,1.12,1.87,0.223,0.223,10,1,cluster5
709,0.49,0.99,0.847,0.077,114,1,cluster5
710,0.03,1.45,0.343,0.141,181,1,cluster8
711,0,0.95,0.169,0.452,259,1,cluster8
712,0,0.63,0.206,0.206,76,1,cluster8
713,1.41,1.41,0.145,0.145,54,1,cluster5
714,0.98,1.3,0.179,0.673,113,1,cluster5
715,1.41,1.41,0.144,0.288,54,1,cluster5
716,1.96,1.96,0.334,0,22,1,cluster6
717,0.7,1.65,1.362,0.037,111,1,cluster5
718,0.38,1.94,0.122,0,12,1,cluster3
719,0.33,0.66,0.859,0.101,1146,1,cluster2
720,0.32,0.65,0.858,0.101,1146,1,cluster2
721,0.41,1.03,0.238,0.034,32,1,cluster5
722,0.5,0.7,0.49,0.158,669,1,cluster9
723,0.49,1.16,0.25,0.224,581,1,cluster9
724,0.49,1.16,0.25,0.224,581,1,cluster9
725,0,2.8,0.343,0.171,15,1,cluster3
726,0,2.94,0.276,0.83,33,1,cluster3
727,0.39,1.96,0.124,0,12,1,cluster3
728,0,0,0,0,3,1,cluster4
729,1.47,0.73,0.367,0.061,36,1,cluster5
730,0,0.72,0.328,0,48,1,cluster1
731,0.05,1.09,0.01,0.161,51,1,cluster8
732,0,3.93,0.529,0.411,132,1,cluster3
733,0.57,1.14,0.309,0.103,117,1,cluster5
734,0.17,1.42,0.278,0.216,58,1,cluster8
735,0,2.3,0.349,0,105,1,cluster3
736,0.72,0,0.124,0.124,12,1,cluster5
737,0,0.67,0.305,0,48,1,cluster1
738,0,0,1.836,0,19,1,cluster9
739,0.26,0.8,0,0.04,21,1,cluster8
740,0,4.48,0,0,11,1,cluster0
741,0.34,0.34,0.224,0.056,17,1,cluster9
742,1.05,0.52,0,0,23,1,cluster5
743,0.43,0,0.065,0,89,1,cluster5
744,0.13,0,0.021,0,12,1,cluster9
745,0.24,1.68,0.677,0.828,52,1,cluster8
746,0.73,0.64,0.432,0.135,696,1,cluster9
747,0,0,0,0,1,1,cluster4
748,0.34,0.34,0.225,0.056,17,1,cluster9
749,0.51,1.36,0.126,0,40,1,cluster5
750,0.57,2.01,0.19,0,56,1,cluster5
751,7.27,0,0.291,0,8,1,cluster6
752,0.5,1.51,0.432,0.432,19,1,cluster5
753,0.32,3.26,0.103,0,137,1,cluster3
754,0.16,1.51,0.079,0.105,32,1,cluster8
755,0.16,1.48,0.076,0.101,32,1,cluster8
756,0.17,1.55,0.079,0.106,32,1,cluster8
757,0.36,2.95,0.435,0.932,33,1,cluster3
758,0.06,1.13,0.41,0.192,268,1,cluster8
759,0,0.56,0.394,0,22,1,cluster1
760,0.16,1.52,0.08,0.107,32,1,cluster8
761,0.38,1.92,0.117,0,12,1,cluster3
762,0,2.8,0,0,73,1,cluster1
763,0,0.56,0.371,0.046,97,1,cluster8
764,0,2.83,0,0,65,1,cluster1
765,0.08,2.21,0.339,0.162,74,1,cluster3
766,0.47,0.94,0.224,0,6,1,cluster5
767,0,1.78,1.129,0.483,10,1,cluster8
768,0.18,0.37,0,0.027,11,1,cluster9
769,0.05,1.04,0.02,0.163,12,1,cluster8
770,0,0,0.215,0,43,1,cluster4
771,0.44,3.09,0.301,0,19,1,cluster3
772,0.24,1.99,0.315,0.035,60,1,cluster3
773,0,0,0.077,0,11,1,cluster4
774,0,0.64,1.179,0.117,12,1,cluster9
775,0.42,2.1,0.072,1.457,12,1,cluster7
776,0,1.32,0.064,0.128,23,1,cluster1
777,0.98,2.46,0,0,12,1,cluster5
778,0.49,0.68,0.393,0.145,669,1,cluster9
779,1.47,1.47,0,0.248,12,1,cluster5
780,0,1.11,0.01,0.165,12,1,cluster8
781,0,0,0,0,14,1,cluster4
782,0,3.35,0.253,0.031,69,1,cluster1
783,0.11,0,0.035,0.124,14,1,cluster9
784,0.64,1.29,0.921,0.345,11,1,cluster5
785,0,1.9,0.267,0,45,1,cluster1
786,0.1,0,0.033,0.118,14,1,cluster9
787,0,3.27,0.252,0.031,69,1,cluster1
788,0,3.27,0.252,0.031,69,1,cluster1
789,1.08,1.08,0.347,0,5,1,cluster5
790,0.65,2.28,0.288,0.173,28,1,cluster5
791,0.19,1.38,0.766,0.317,76,1,cluster8
792,0.31,0.62,0.61,0,51,1,cluster5
793,0,0.84,0.613,0.229,151,1,cluster8
794,0,2.8,0.056,0.056,53,1,cluster1
795,0.72,0,0.134,0,14,1,cluster5
796,0,3.36,0.237,0.031,69,1,cluster1
797,0.82,1.1,0.235,0.188,124,1,cluster5
798,0.37,3.34,0,0,12,1,cluster3
799,0,1.36,0.238,0.238,19,1,cluster8
800,1.01,1.26,0.189,0,447,1,cluster6
801,0.07,1.87,0.119,0.071,74,1,cluster8
802,0.25,0.42,0.408,0.118,669,1,cluster9
803,0,2.56,0.61,0,28,1,cluster3
804,0.56,1.12,0.158,0,394,1,cluster6
805,0,0,0.124,0,14,1,cluster4
806,0,0.68,0.898,0.105,1325,1,cluster2
807,0,0,0.221,0.665,15,1,cluster9
808,1.02,0.51,0.071,1.212,130,1,cluster5
809,0,5.36,1.739,0.173,636,1,cluster7
810,0,0.68,0.898,0.105,1325,1,cluster2
811,0,3.36,0.237,0.031,69,1,cluster1
812,0.25,0.42,0.408,0.118,669,1,cluster9
813,0,2.32,0,0,42,1,cluster1
814,0,2.7,0.636,0,28,1,cluster3
815,0,0,0,0.184,31,1,cluster9
816,0.03,1.3,0.458,2.33,266,1,cluster2
817,0.11,1.74,0.131,0.056,74,1,cluster8
818,0.33,3.02,0.16,0,139,1,cluster3
819,0,5.23,1.687,0.168,634,1,cluster7
820,0,5.14,1.683,0.168,634,1,cluster7
821,0,3.38,0.257,0.032,69,1,cluster1
822,0.73,1.47,0.088,0,29,1,cluster5
823,0.63,0,0.979,0,68,1,cluster5
824,0.74,1.48,0.088,0,29,1,cluster5
825,0,1.66,0.418,0.254,148,1,cluster8
826,0.73,0,0.875,0.109,12,1,cluster5
827,0,0,1.001,0,32,1,cluster9
828,0.13,1.42,0.445,0.519,136,1,cluster8
829,0,1.35,0.123,0.278,46,1,cluster8
830,0,2.38,0.396,0,149,1,cluster3
831,0,3.38,0.03,0.015,48,1,cluster1
832,0,2.65,0.095,0.478,60,1,cluster3
833,0,2.64,0.095,0.475,60,1,cluster3
834,0,2.56,0.094,0.473,60,1,cluster3
835,0,0.31,0.384,0.182,299,1,cluster9
836,1.11,3.33,0.138,0.138,11,1,cluster6
837,0.15,3.95,1.3,0.127,97,1,cluster3
838,0.91,1.83,0.455,0,10,1,cluster5
839,0.15,3.95,1.3,0.127,97,1,cluster3
840,0.64,3.24,0,0.166,19,1,cluster3
841,1.26,1.26,0,0.215,13,1,cluster5
842,0.1,1.72,0.336,0.16,494,1,cluster8
843,0,0,0.016,0,135,1,cluster9
844,0,0,0.424,0.424,25,1,cluster9
845,1.18,2.36,0.421,0,46,1,cluster5
846,4.54,0,0,0,9,1,cluster6
847,0.52,1.04,0.287,0.106,117,1,cluster5
848,0,2.46,0.843,0,19,1,cluster3
849,0,3,2.224,1.223,412,1,cluster2
850,0,3.03,2.249,1.237,404,1,cluster2
851,0.2,1.25,0.334,0.175,689,1,cluster9
852,0,0,1.235,0,10,1,cluster9
853,0,0,0.441,0.662,17,1,cluster9
854,0.31,3.5,0.102,0,138,1,cluster3
855,0,0,0.174,0,7,1,cluster4
856,0,0,0.173,0,7,1,cluster4
857,0,1.17,0.864,0.132,44,1,cluster8
858,0,0,0,0,5,1,cluster4
859,0.09,1.66,0.326,0.155,494,1,cluster8
860,0.1,0,0.016,0.064,29,1,cluster9
861,0.04,0.28,0.007,0.099,14,1,cluster9
862,0,2.83,0.611,0.014,127,1,cluster3
863,0.74,2.61,0.368,0.552,7,1,cluster3
864,1.38,1.38,0.235,0.235,41,1,cluster5
865,0,1.48,0.878,0.175,58,1,cluster8
866,0,1.48,0.878,0.175,58,1,cluster8
867,0,0,4.733,0,11,1,cluster2
868,0.17,0,0,0,10,1,cluster9
869,0.05,1.03,0.02,0.161,51,1,cluster8
870,0.83,0.2,0.182,0.146,26,1,cluster5
871,0.37,1.49,1.199,0.505,64,1,cluster5
872,0,3.37,1.599,0.148,102,1,cluster3
873,0.09,1.43,0.088,0.124,50,1,cluster8
874,0,0.44,0,0.187,21,1,cluster9
875,0,0,7.843,0,5,1,cluster2
876,0,0,0,0,1,1,cluster4
877,0,0.73,0,0,8,1,cluster1
878,0,5.55,1.663,0.249,636,1,cluster7
879,0,5.18,1.687,0.168,636,1,cluster7
880,0.9,0,2.143,0.612,54,1,cluster5
881,0.07,1.87,0.131,0.071,74,1,cluster8
882,0,6.41,0,0.204,25,1,cluster0
883,0.49,0,0.862,0,272,1,cluster9
884,0,5.26,1.683,0.168,636,1,cluster7
885,0,5.18,1.68,0.168,636,1,cluster7
886,0,4.48,0,0,12,1,cluster0
887,0,4.46,0,0,12,1,cluster0
888,0,0.68,0.899,0.105,1333,1,cluster2
889,0,0,0,0.389,16,1,cluster9
890,0,2.75,0.572,0,28,1,cluster3
891,0,4,1.326,0,11,1,cluster0
892,0,0.73,0.238,0.059,29,1,cluster1
893,0,0,0,0,14,1,cluster4
894,0.03,1.25,0.425,0.573,131,1,cluster8
895,0,0.62,0.055,0.111,32,1,cluster1
896,0.56,0.56,0.768,0,296,1,cluster9
897,0,0,0,0.022,11,1,cluster4
898,0,3.04,0.582,0.291,35,1,cluster3
899,0,5.26,0,0.21,25,1,cluster0
900,0,5.26,0,0.21,25,1,cluster0
901,2.32,4.65,0.701,0.35,6,1,cluster6
902,0.85,1.7,0.819,0,42,1,cluster5
903,1.04,1.04,0.263,0,4,1,cluster5
904,0,0.79,0.356,0.09,1171,1,cluster2
905,0.5,1.52,0.433,0.433,19,1,cluster5
906,0,0,0,0.182,21,1,cluster9
907,0,1.06,0.358,0.188,75,1,cluster8
908,0.75,1.5,0.242,0,332,1,cluster6
909,1.96,0.98,1.011,0,12,1,cluster6
910,0,1.35,0.454,0.523,739,1,cluster2
911,0,2.04,0.298,0.149,376,1,cluster8
912,0,0,0.17,0.341,24,1,cluster9
913,0,5.26,0,0.21,25,1,cluster0
914,1.63,2.18,0,0.171,32,1,cluster5
915,0,1.3,1.154,0.524,78,1,cluster8
916,2.35,0,0.168,0.336,17,1,cluster6
917,0.32,3.25,0,0.169,10,1,cluster3
918,0,0,0.174,0.174,126,1,cluster9
919,0,0.74,0.478,0,44,1,cluster8
920,0.32,3.24,0,0.168,10,1,cluster3
921,0.32,3.24,0,0.168,10,1,cluster3
922,0,2.34,0.792,0.339,22,1,cluster3
923,0,0.4,0.601,0.133,108,1,cluster9
924,0,2.36,0.682,0.341,22,1,cluster3
925,0,4.16,0.415,0.138,11,1,cluster0
926,0.96,0.96,0.149,0.074,44,1,cluster5
927,0.43,0,0.395,0,72,1,cluster5
928,0,2.36,0.682,0.341,22,1,cluster3
929,0,0.81,0.121,0,43,1,cluster1
930,0,1.32,0.36,0.524,122,1,cluster8
931,0.87,1.31,1.021,0.218,59,1,cluster5
932,0,3.7,0.234,0,41,1,cluster1
933,1.58,1.58,0.371,0,21,1,cluster5
934,0,3.6,0.559,0,28,1,cluster0
935,0,0.32,0.185,0.061,124,1,cluster9
936,0.94,0.47,0,0,11,1,cluster5
937,0,2.75,0.565,0,28,1,cluster3
938,0,0.92,0.089,0.079,95,1,cluster8
939,0,0.92,0.089,0.079,95,1,cluster8
940,0.86,1.73,0.457,0,10,1,cluster5
941,0.86,1.73,0.759,0,10,1,cluster5
942,0,0,1.008,0.059,1177,1,cluster2
943,0,0,1.005,0.059,1177,1,cluster2
944,0,0,1.008,0.059,1177,1,cluster2
945,0,0,0.034,0,15,1,cluster4
946,0,0,0.034,0,15,1,cluster4
947,1.31,0.65,0.522,0,11,1,cluster5
948,0,0,0.034,0,15,1,cluster4
949,0,0,0.034,0,15,1,cluster4
950,0.3,3,0.144,0,139,1,cluster3
951,0.32,3.24,0,0.166,10,1,cluster3
952,0.25,0.42,0.435,0.118,669,1,cluster9
953,0.45,0.91,2.077,0,338,1,cluster9
954,1.03,1.03,0,0,65,1,cluster5
955,1.04,1.04,0,0,65,1,cluster5
956,1.03,1.03,0,0,65,1,cluster5
957,0,0.46,0.74,0,21,1,cluster4
958,1.21,0,0,0,15,1,cluster5
959,0,2.63,0.198,0.099,12,1,cluster1
960,0,0.26,0.175,0.043,69,1,cluster1
961,0.74,0.74,0.355,0.118,7,1,cluster5
962,0,5.19,0,0.208,25,1,cluster0
963,0,0.17,0.112,0.018,489,1,cluster9
964,0,0.66,0.355,0.118,12,1,cluster8
965,0,0.67,0.356,0.118,12,1,cluster8
966,1.07,0,0,0,14,1,cluster5
967,0,0.27,0.142,0.047,13,1,cluster1
968,1.07,0,0,0,14,1,cluster5
969,0,0.92,0.52,0.289,84,1,cluster8
970,0,1.19,1.046,0.037,97,1,cluster8
971,0.23,1.9,0.238,0,38,1,cluster3
972,0,1.19,1.046,0.037,97,1,cluster8
973,0,2.02,1.147,0.191,489,1,cluster8
974,0.9,0.9,0.391,0.13,7,1,cluster5
975,0.74,0.74,0.355,0.118,7,1,cluster5
976,0,1.46,0.134,0.107,57,1,cluster1
977,0,0.27,0.458,0.504,64,1,cluster9
978,0.21,1.71,0.465,0.271,58,1,cluster8
979,0.64,3.22,0.522,0.313,22,1,cluster3
980,1.63,2.18,0,0.171,32,1,cluster5
981,0,4.68,0.367,0.073,27,1,cluster0
982,0,0.94,0.31,0.112,34,1,cluster8
983,0,1.07,0.265,0.088,67,1,cluster8
984,0,5.26,0,0.213,25,1,cluster0
985,0,0,0.587,0,35,1,cluster4
986,0.68,2.05,1.706,0.2,38,1,cluster5
987,1.16,1.16,0.198,0,332,1,cluster6
988,0.27,2.73,0.13,0,139,1,cluster3
989,0,1.25,0.39,0.438,61,1,cluster8
990,0,2.19,0.371,0,28,1,cluster1
991,0.5,0.7,0.491,0.158,669,1,cluster9
992,0,0.81,0.26,0,86,1,cluster8
993,0,3.1,1.105,0.201,155,1,cluster3
994,0,0.41,0.312,0.062,8,1,cluster1
995,1.65,0.82,0.199,0,226,1,cluster6
996,1.65,0.82,0.199,0,226,1,cluster6
997,1.65,0.82,0.199,0,226,1,cluster6
998,0,3.89,0.236,0,41,1,cluster1
999,0,5.4,1.626,0.162,706,1,cluster7
1000,0,4.97,1.631,0.244,708,1,cluster7
1001,0,5.04,1.633,0.245,708,1,cluster7
1002,0.41,2.06,0.53,0.132,76,1,cluster3
1003,0,1.08,5.848,1.313,54,1,cluster2
1004,0,5.26,0,0.212,25,1,cluster0
1005,0,5.26,0,0.212,25,1,cluster0
1006,0,1.2,0.189,0.141,31,1,cluster8
1007,0.94,0.94,1.254,0.221,91,1,cluster5
1008,0,2.53,1.203,0.467,393,1,cluster7
1009,0,1.47,1.272,0.254,63,1,cluster8
1010,0,1.47,1.272,0.254,63,1,cluster8
1011,0.51,1.03,0.18,0,17,1,cluster5
1012,0.5,1.01,0.178,0,17,1,cluster5
1013,0,2.6,1.211,0.471,393,1,cluster7
1014,0,1.08,5.84,1.311,54,1,cluster2
1015,0,2.53,1.203,0.467,393,1,cluster7
1016,0,0.9,0.376,0.05,49,1,cluster1
1017,0,0.45,0.087,0,18,1,cluster4
1018,0.06,2.48,0.133,0.041,74,1,cluster3
1019,0,0,0.573,0,18,1,cluster4
1020,0,0.92,0.099,0.079,95,1,cluster8
1021,0,3.57,0.204,0,41,1,cluster1
1022,0.44,1.34,0.482,0.896,78,1,cluster5
1023,0,2.32,0.672,0.403,29,1,cluster3
1024,0.14,1.12,0.045,0.342,79,1,cluster8
1025,0.5,0.7,0.49,0.158,669,1,cluster9
1026,0,2.4,0.823,0,29,1,cluster3
1027,0,3.27,0.8,0.266,16,1,cluster3
1028,0.69,1.39,0.196,0,57,1,cluster5
1029,0,1.04,0.539,0.269,47,1,cluster8
1030,0.32,3.25,0,0.166,10,1,cluster3
1031,0.32,3.25,0,0.166,10,1,cluster3
1032,0.25,0.42,0.486,0.118,669,1,cluster9
1033,0.05,1.11,0.01,0.167,13,1,cluster8
1034,0,0.81,0.874,0.051,61,1,cluster8
1035,0,1.76,0.663,0.132,123,1,cluster8
1036,0,1.14,1.939,0,30,1,cluster8
1037,0,3.57,0.606,0.606,10,1,cluster3
1038,0,0.54,0,0,19,1,cluster1
1039,0,2.75,0.567,0,28,1,cluster3
1040,0.7,1.41,0.381,0.063,12,1,cluster5
1041,2.73,2.73,1.244,0,9,1,cluster6
1042,0.55,0.83,0.301,0,694,1,cluster9
1043,0.09,0.67,0.559,0.047,23,1,cluster8
1044,1.61,0,0.804,0,17,1,cluster5
1045,0.97,0.97,0,0.167,13,1,cluster5
1046,2.25,1.12,0.503,0,148,1,cluster6
1047,0.4,2.03,0.976,0.397,56,1,cluster3
1048,0,2.41,1.562,0.36,22,1,cluster3
1049,0,5.26,0,0.212,25,1,cluster0
1050,1.47,1.47,0.508,0.169,140,1,cluster5
1051,0,0.92,0.099,0.079,95,1,cluster8
1052,0.81,0.81,0,0.123,23,1,cluster5
1053,0.58,1.74,0,0.271,14,1,cluster5
1054,0.06,1.08,0.01,0.169,12,1,cluster8
1055,0,0.2,0.029,0.011,26,1,cluster4
1056,0,1.24,0.481,0.549,19,1,cluster8
1057,0.08,0.57,0.55,0.082,339,1,cluster9
1058,0.4,2.03,0.977,0.397,56,1,cluster3
1059,0.45,1.13,0.037,0.15,114,1,cluster5
1060,0,5.26,0,0.212,25,1,cluster0
1061,0,0,0.198,0,18,1,cluster4
1062,0.38,2.29,0.121,0,12,1,cluster3
1063,1.78,0,0.544,0,5,1,cluster6
1064,0,1.23,0.472,0.092,104,1,cluster8
1065,1.36,1.36,0.17,0.17,128,1,cluster5
1066,0,1.53,2.894,0.868,25,1,cluster2
1067,0,1.63,0.258,0,20,1,cluster1
1068,0.33,3.87,1.151,0.056,63,1,cluster3
1069,0,1.08,5.213,0.979,54,1,cluster2
1070,0,0,2.597,0,26,1,cluster9
1071,0.05,1.04,0.01,0.162,12,1,cluster8
1072,0.27,1.36,0.489,0.04,19,1,cluster8
1073,0,1.61,0.511,0,20,1,cluster8
1074,2.2,1.1,0.496,0,148,1,cluster6
1075,2.2,1.1,0.496,0,148,1,cluster6
1076,0.31,3.19,0,0.162,10,1,cluster3
1077,0.69,1.38,0.379,0.063,12,1,cluster5
1078,1.56,1.56,0,0.183,140,1,cluster5
1079,2.16,1.08,0.488,0,148,1,cluster6
1080,0.28,1.44,0.21,0,32,1,cluster8
1081,0,1.1,0.13,0.196,75,1,cluster8
1082,0,0.88,0.388,0.048,49,1,cluster1
1083,0.07,1.85,0.167,0.167,44,1,cluster8
1084,0.31,3.19,0,0.163,10,1,cluster3
1085,0.31,3.19,0,0.163,10,1,cluster3
1086,0.05,1.11,0.01,0.167,13,1,cluster8
1087,0.97,1.45,1.085,0.232,58,1,cluster5
1088,0,1.24,0.48,0.549,19,1,cluster8
1089,0.08,0.94,0.261,0.294,62,1,cluster8
1090,0,0.64,0.233,0,84,1,cluster1
1091,1.63,3.27,0,0,2,1,cluster6
1092,0.08,3.14,0.092,0.014,48,1,cluster3
1093,0.08,3.14,0.092,0.014,48,1,cluster3
1094,0.34,1.73,0.638,0.174,8,1,cluster3
1095,0.29,2.9,0.14,0,139,1,cluster3
1096,0.45,0,0.072,0,45,1,cluster5
1097,0.2,2.22,0.133,0.066,30,1,cluster3
1098,1.33,5.33,0.213,1.492,223,1,cluster7
1099,0.44,3.32,0.588,0.156,1038,1,cluster7
1100,0,0.9,0.292,0,38,1,cluster1
1101,0.74,1.49,0.467,0.233,12,1,cluster5
1102,0.28,0.85,0.13,0,137,1,cluster8
1103,0.37,1.13,0.882,0.189,78,1,cluster5
1104,0,2.66,1.799,0.514,11,1,cluster3
1105,0,0.72,0.963,0.113,47,1,cluster8
1106,1.08,1.08,1.218,0.261,68,1,cluster5
1107,0,0,0.628,0.943,9,1,cluster2
1108,0.48,1.44,0.515,0.957,78,1,cluster5
1109,0,1.96,0.278,0,18,1,cluster1
1110,0,0,0.833,0,3,1,cluster4
1111,0.18,0,0,0,180,1,cluster9
1112,0,1.21,0.191,0.143,31,1,cluster8
